instance_name,instance_type,instance_size,seed,weight,exposure_n,s2_config,hetero_on,concentrated_on,nominal_cost,exposure_count,r_tr,worst_arc,r_1,worst_trip,k_1,kit_bottleneck_trip,kit_bottleneck_part,mono_count,concentrated_count,s1_optimal,s1_time,s1_trajectory,s1_dispatch_cost,s2_dispatch_cost,cost_saving,s2_optimal,s2_time,s2_trajectory,status
industry_instances,industry,industry,0,0,3,off_off,0,0,429642747,0,0.0,"(harbor12,prodloc47,tr13)",0.0,"(prodloc31,prodloc2,tr15,k4)",0.0,"(prodloc31,prodloc2,tr15,k4)",part31,0,0,False,602.941,[],429642747,131363824,298278923,False,600.97,[],OK
industry_instances,industry,industry,0,0,3,hetero,1,0,429642747,0,0.0,"(harbor12,prodloc47,tr13)",0.0,"(prodloc31,prodloc2,tr15,k4)",0.0,"(prodloc31,prodloc2,tr15,k4)",part31,0,0,False,602.941,[],429642747,131365572,298277175,False,601.017,[],OK
industry_instances,industry,industry,0,0,3,conc,0,1,429642747,0,0.0,"(harbor12,prodloc47,tr13)",0.0,"(prodloc31,prodloc2,tr15,k4)",0.0,"(prodloc31,prodloc2,tr15,k4)",part31,0,0,False,602.941,[],429642747,131363824,298278923,False,600.654,[],OK
