instance_name,instance_type,instance_size,seed,weight,exposure_n,s2_config,hetero_on,concentrated_on,nominal_cost,exposure_count,r_tr,worst_arc,r_1,worst_trip,k_1,kit_bottleneck_trip,kit_bottleneck_part,mono_count,concentrated_count,r_heaviest_single_0.2,r_heaviest_single_0.4,r_heaviest_single_0.6,r_heaviest_single_0.8,r_heaviest_global_0.2,r_heaviest_global_0.4,r_heaviest_global_0.6,r_heaviest_global_0.8,r_first_single_0.2,r_first_single_0.4,r_first_single_0.6,r_first_single_0.8,r_first_global_0.2,r_first_global_0.4,r_first_global_0.6,r_first_global_0.8,r_last_single_0.2,r_last_single_0.4,r_last_single_0.6,r_last_single_0.8,r_last_global_0.2,r_last_global_0.4,r_last_global_0.6,r_last_global_0.8,s1_optimal,s1_time,s1_trajectory,s1_dispatch_cost,s2_dispatch_cost,cost_saving,s2_optimal,s2_time,s2_trajectory,first_s1_time,first_s1_cost,first_r_tr,first_s2_time,first_s2_cost,first_r_1,first_k_1,first_mono_count,first_concentrated_count,first_s1_dispatch_cost,first_s2_dispatch_cost,first_r_heaviest_single_0.2,first_r_heaviest_single_0.4,first_r_heaviest_single_0.6,first_r_heaviest_single_0.8,first_r_heaviest_global_0.2,first_r_heaviest_global_0.4,first_r_heaviest_global_0.6,first_r_heaviest_global_0.8,first_r_first_single_0.2,first_r_first_single_0.4,first_r_first_single_0.6,first_r_first_single_0.8,first_r_first_global_0.2,first_r_first_global_0.4,first_r_first_global_0.6,first_r_first_global_0.8,first_r_last_single_0.2,first_r_last_single_0.4,first_r_last_single_0.6,first_r_last_single_0.8,first_r_last_global_0.2,first_r_last_global_0.4,first_r_last_global_0.6,first_r_last_global_0.8,status
industry_test_1,industry,industry,1,0,3,both,1,1,154585737,331,0.0,"(harbor5,harbor10,tr4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1804.391,[],,,,,,,243.693,155304131,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2_UNSAT
industry_test_1,industry,industry,1,0,3,both,1,1,154585737,331,0.0,"(harbor5,harbor10,tr4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1802.316,[],,,,,,,294.97,155304131,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2_UNSAT
industry_test_10,industry,industry,10,0,3,both,1,1,517457933,469,0.0,"(prodloc44,prodloc36,tr15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1802.271,[],,,,,,,1241.193,518218740,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2_UNSAT
industry_test_10,industry,industry,10,0,3,both,1,1,516281556,476,0.0,"(prodloc44,prodloc36,tr15)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,1802.382,[],,,,,,,656.025,518218740,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S2_UNSAT
