instance_name,instance_type,instance_size,seed,weight,exposure_n,s2_config,hetero_on,concentrated_on,nominal_cost,exposure_count,r_tr,worst_arc,r_1,worst_trip,k_1,kit_bottleneck_trip,kit_bottleneck_part,mono_count,concentrated_count,s1_optimal,s1_time,s1_trajectory,s1_dispatch_cost,s2_dispatch_cost,cost_saving,s2_optimal,s2_time,s2_trajectory,status
layered_xlarge_seed1,custom,custom,0,0,3,off_off,0,0,24769,1,0.6,"(l3,l10,tr2)",0.8333,"(l4,l10,tr3,k1)",0.8333,"(l4,l10,tr3,k1)",p4,9,81,False,30.124,[],24769,17325,7444,False,30.018,[],OK
layered_xlarge_seed1,layered,xlarge,1,0,3,off_off,0,0,19948,0,0.6667,"(l1,l10,tr1)",0.8,"(l3,l7,tr3,k1)",0.8,"(l3,l7,tr3,k1)",p6,23,77,False,600.163,[],19948,15912,4036,False,600.023,[],OK
