size_label,instance_name,seed,weight,s2_config,r_tr,worst_arc,r_1,worst_trip,k_1,kit_bottleneck_part,mono_count,concentrated_count,exposure_count,nominal_cost,s1_dispatch_cost,s2_dispatch_cost,cost_saving,s1_optimal,s1_time,s2_optimal,s2_time
large,layered_large_seed4,4,300,conc,0.6333,"(l1,l4,tr1)",0.7333,"(l1,l4,tr1,k1)",0.7333,p4,26.0,63.0,3.0,11259.0,10359.0,9536.0,823.0,False,300.038,False,300.177
large,layered_large_seed4,4,300,both,0.6333,"(l1,l4,tr1)",0.7333,"(l1,l4,tr1,k2)",0.7333,p4,24.0,64.0,3.0,11259.0,10359.0,9569.0,790.0,False,300.038,False,300.175
large,layered_large_seed5,5,0,off_off,0.6667,"(l2,l7,tr1)",0.9,"(l1,l5,tr2,k18)",0.9,p2,45.0,34.0,0.0,12240.0,12240.0,8208.0,4032.0,False,300.301,False,309.396
large,layered_large_seed5,5,0,hetero,0.6667,"(l2,l7,tr1)",0.9,"(l3,l7,tr1,k1)",0.9,p2,0.0,36.0,0.0,12240.0,12240.0,8208.0,4032.0,False,300.301,False,310.201
large,layered_large_seed5,5,0,conc,0.6667,"(l2,l7,tr1)",0.9,"(l1,l5,tr2,k14)",0.9,p4,50.0,36.0,0.0,12240.0,12240.0,8676.0,3564.0,False,300.301,False,302.699
large,layered_large_seed5,5,0,both,0.6667,"(l2,l7,tr1)",0.9,"(l1,l5,tr2,k18)",0.9,p2,51.0,43.0,0.0,12240.0,12240.0,8952.0,3288.0,False,300.301,False,300.818
large,layered_large_seed5,5,300,off_off,0.6333,"(l1,l6,tr1)",0.9,"(l5,l8,tr1,k4)",0.9,p1,21.0,43.0,3.0,20084.0,19184.0,17378.0,1806.0,False,300.939,False,300.015
large,layered_large_seed5,5,300,hetero,0.6333,"(l1,l6,tr1)",0.9,"(l6,l4,tr1,k2)",0.9,p2,8.0,40.0,3.0,20084.0,19184.0,17378.0,1806.0,False,300.939,False,300.009
large,layered_large_seed5,5,300,conc,0.6333,"(l1,l6,tr1)",0.9,"(l6,l9,tr2,k4)",0.9,p2,36.0,42.0,3.0,20084.0,19184.0,18068.0,1116.0,False,300.939,False,300.009
large,layered_large_seed5,5,300,both,0.6333,"(l1,l6,tr1)",0.9,"(l5,l8,tr1,k2)",0.9,p1,35.0,40.0,3.0,20084.0,19184.0,18276.0,908.0,False,300.939,False,300.035
xlarge,layered_xlarge_seed1,1,0,off_off,0.6333,"(l2,l5,tr1)",0.8,"(l3,l15,tr3,k2)",0.8,p6,23.0,58.0,1.0,22031.0,22031.0,15570.0,6461.0,False,605.183,False,600.832
xlarge,layered_xlarge_seed1,1,0,hetero,0.6333,"(l2,l5,tr1)",0.8,"(l1,l13,tr3,k6)",0.8,p1,5.0,63.0,1.0,22031.0,22031.0,15570.0,6461.0,False,605.183,False,600.034
xlarge,layered_xlarge_seed1,1,0,conc,0.6333,"(l2,l5,tr1)",0.7667,"(l3,l15,tr3,k2)",0.7667,p6,50.0,61.0,1.0,22031.0,22031.0,17783.0,4248.0,False,605.183,False,603.714
xlarge,layered_xlarge_seed1,1,0,both,0.6333,"(l2,l5,tr1)",0.8333,"(l1,l13,tr3,k3)",0.8333,p2,41.0,61.0,1.0,22031.0,22031.0,18507.0,3524.0,False,605.183,False,617.453
xlarge,layered_xlarge_seed1,1,1000,off_off,0.6,"(l1,l7,tr3)",0.8333,"(l5,l15,tr3,k1)",0.8333,p1,30.0,82.0,2.0,25013.0,23013.0,17637.0,5376.0,False,603.669,False,600.012
xlarge,layered_xlarge_seed1,1,1000,hetero,0.6,"(l1,l7,tr3)",0.8,"(l3,l5,tr3,k3)",0.8,p1,5.0,95.0,2.0,25013.0,23013.0,17637.0,5376.0,False,603.669,False,600.022
xlarge,layered_xlarge_seed1,1,1000,conc,0.6,"(l1,l7,tr3)",0.8333,"(l1,l7,tr3,k3)",0.8333,p4,42.0,91.0,2.0,25013.0,23013.0,18670.0,4343.0,False,603.669,False,600.049
xlarge,layered_xlarge_seed1,1,1000,both,0.6,"(l1,l7,tr3)",0.8333,"(l3,l5,tr3,k2)",0.8333,p1,41.0,97.0,2.0,25013.0,23013.0,18935.0,4078.0,False,603.669,False,600.118
xlarge,layered_xlarge_seed2,2,0,off_off,0.6,"(l1,l8,tr1)",0.7667,"(l1,l8,tr1,k3)",0.7667,p6,25.0,84.0,1.0,17753.0,17753.0,15475.0,2278.0,False,600.427,False,600.03
xlarge,layered_xlarge_seed2,2,0,hetero,0.6,"(l1,l8,tr1)",0.8333,"(l9,l13,tr2,k1)",0.8333,p1,0.0,82.0,1.0,17753.0,17753.0,15475.0,2278.0,False,600.427,False,600.011
xlarge,layered_xlarge_seed2,2,0,conc,0.6,"(l1,l8,tr1)",0.8,"(l1,l8,tr1,k1)",0.8,p5,16.0,93.0,1.0,17753.0,17753.0,17150.0,603.0,False,600.427,False,600.018
xlarge,layered_xlarge_seed2,2,0,both,0.6,"(l1,l8,tr1)",0.7667,"(l1,l8,tr1,k3)",0.7667,p6,11.0,92.0,1.0,17753.0,17753.0,16883.0,870.0,False,600.427,False,600.121
xlarge,layered_xlarge_seed2,2,1000,off_off,0.6333,"(l7,l5,tr3)",0.7333,"(l1,l9,tr2,k3)",0.7333,p6,28.0,83.0,1.0,18509.0,17509.0,14116.0,3393.0,False,600.357,False,600.011
xlarge,layered_xlarge_seed2,2,1000,hetero,0.6333,"(l7,l5,tr3)",0.7667,"(l1,l9,tr2,k3)",0.7667,p6,2.0,94.0,1.0,18509.0,17509.0,14116.0,3393.0,False,600.357,False,600.017
xlarge,layered_xlarge_seed2,2,1000,conc,0.6333,"(l7,l5,tr3)",0.7333,"(l1,l9,tr2,k3)",0.7333,p6,30.0,102.0,1.0,18509.0,17509.0,16571.0,938.0,False,600.357,False,601.107
xlarge,layered_xlarge_seed2,2,1000,both,0.6333,"(l7,l5,tr3)",0.7667,"(l1,l9,tr2,k3)",0.7667,p6,17.0,108.0,1.0,18509.0,17509.0,16571.0,938.0,False,600.357,False,600.472
xlarge,layered_xlarge_seed3,3,0,off_off,0.7,"(l2,l7,tr3)",0.8,"(l5,l10,tr3,k4)",0.8,p1,17.0,76.0,0.0,17134.0,17134.0,13502.0,3632.0,False,618.653,False,601.834
xlarge,layered_xlarge_seed3,3,0,hetero,0.7,"(l2,l7,tr3)",0.8,"(l5,l10,tr3,k4)",0.8,p1,0.0,84.0,0.0,17134.0,17134.0,13502.0,3632.0,False,618.653,False,600.884
xlarge,layered_xlarge_seed3,3,0,conc,0.7,"(l2,l7,tr3)",0.8333,"(l5,l10,tr3,k4)",0.8333,p1,23.0,81.0,0.0,17134.0,17134.0,15630.0,1504.0,False,618.653,False,600.395
xlarge,layered_xlarge_seed3,3,0,both,0.7,"(l2,l7,tr3)",0.8333,"(l3,l7,tr3,k2)",0.8333,p4,15.0,83.0,0.0,17134.0,17134.0,15868.0,1266.0,False,618.653,False,600.09
xlarge,layered_xlarge_seed3,3,1000,off_off,0.6667,"(l1,l7,tr1)",0.8,"(l3,l5,tr3,k1)",0.8,p2,41.0,95.0,2.0,22162.0,20162.0,17060.0,3102.0,False,600.303,False,600.01
xlarge,layered_xlarge_seed3,3,1000,hetero,0.6667,"(l1,l7,tr1)",0.8333,"(l3,l5,tr3,k1)",0.8333,p2,2.0,98.0,2.0,22162.0,20162.0,17060.0,3102.0,False,600.303,False,600.104
xlarge,layered_xlarge_seed3,3,1000,conc,0.6667,"(l1,l7,tr1)",0.7667,"(l1,l7,tr1,k2)",0.7667,p1,44.0,101.0,2.0,22162.0,20162.0,20026.0,136.0,False,600.303,False,600.464
xlarge,layered_xlarge_seed3,3,1000,both,0.6667,"(l1,l7,tr1)",0.7667,"(l1,l7,tr1,k2)",0.7667,p1,27.0,101.0,2.0,22162.0,20162.0,19958.0,204.0,False,600.303,False,600.315
xlarge,layered_xlarge_seed4,4,0,off_off,0.5333,"(l3,l4,tr2)",0.7333,"(l2,l8,tr2,k1)",0.7333,p3,28.0,84.0,1.0,16215.0,16215.0,12472.0,3743.0,False,600.302,False,600.009
xlarge,layered_xlarge_seed4,4,0,hetero,0.5333,"(l3,l4,tr2)",0.7333,"(l2,l8,tr2,k1)",0.7333,p3,4.0,102.0,1.0,16215.0,16215.0,12472.0,3743.0,False,600.302,False,600.012
xlarge,layered_xlarge_seed4,4,0,conc,0.5333,"(l3,l4,tr2)",0.8,"(l2,l5,tr2,k2)",0.8,p2,32.0,77.0,1.0,16215.0,16215.0,15016.0,1199.0,False,600.302,False,600.019
xlarge,layered_xlarge_seed4,4,0,both,0.5333,"(l3,l4,tr2)",0.8,"(l2,l5,tr2,k2)",0.8,p2,29.0,77.0,1.0,16215.0,16215.0,15468.0,747.0,False,600.302,False,600.061
xlarge,layered_xlarge_seed4,4,1000,off_off,0.6333,"(l2,l7,tr1)",0.7667,"(l2,l7,tr1,k5)",0.7667,p2,30.0,79.0,2.0,19122.0,17122.0,13358.0,3764.0,False,600.199,False,600.008
xlarge,layered_xlarge_seed4,4,1000,hetero,0.6333,"(l2,l7,tr1)",0.8,"(l9,l11,tr1,k2)",0.8,p6,0.0,81.0,2.0,19122.0,17122.0,13506.0,3616.0,False,600.199,False,600.011
xlarge,layered_xlarge_seed4,4,1000,conc,0.6333,"(l2,l7,tr1)",0.7667,"(l7,l13,tr1,k3)",0.7667,p2,33.0,90.0,2.0,19122.0,17122.0,14768.0,2354.0,False,600.199,False,600.017
xlarge,layered_xlarge_seed4,4,1000,both,0.6333,"(l2,l7,tr1)",0.8,"(l7,l13,tr1,k3)",0.8,p2,26.0,89.0,2.0,19122.0,17122.0,15330.0,1792.0,False,600.199,False,600.079
xlarge,layered_xlarge_seed5,5,0,off_off,0.5667,"(l3,l7,tr2)",0.7333,"(l7,l4,tr3,k3)",0.7333,p2,1.0,129.0,2.0,14915.0,14915.0,12342.0,2573.0,False,600.101,True,157.321
xlarge,layered_xlarge_seed5,5,0,hetero,0.5667,"(l3,l7,tr2)",0.7667,"(l5,l12,tr2,k1)",0.7667,p6,0.0,126.0,2.0,14915.0,14915.0,12342.0,2573.0,False,600.101,True,362.954
xlarge,layered_xlarge_seed5,5,0,conc,0.5667,"(l3,l7,tr2)",0.7667,"(l3,l7,tr2,k1)",0.7667,p2,8.0,111.0,2.0,14915.0,14915.0,13912.0,1003.0,False,600.101,False,600.016
xlarge,layered_xlarge_seed5,5,0,both,0.5667,"(l3,l7,tr2)",0.7667,"(l3,l7,tr2,k2)",0.7667,p2,2.0,113.0,2.0,14915.0,14915.0,13823.0,1092.0,False,600.101,False,600.06
xlarge,layered_xlarge_seed5,5,1000,off_off,0.6333,"(l3,l9,tr3)",0.7667,"(l1,l4,tr2,k2)",0.7667,p6,4.0,105.0,1.0,17037.0,16037.0,13368.0,2669.0,False,600.125,True,164.65
xlarge,layered_xlarge_seed5,5,1000,hetero,0.6333,"(l3,l9,tr3)",0.7,"(l3,l9,tr3,k2)",0.7,p5,3.0,100.0,1.0,17037.0,16037.0,13368.0,2669.0,False,600.125,False,600.025
xlarge,layered_xlarge_seed5,5,1000,conc,0.6333,"(l3,l9,tr3)",0.7667,"(l3,l8,tr2,k1)",0.7667,p2,7.0,99.0,1.0,17037.0,16037.0,13657.0,2380.0,False,600.125,False,600.008
xlarge,layered_xlarge_seed5,5,1000,both,0.6333,"(l3,l9,tr3)",0.7333,"(l3,l9,tr3,k2)",0.7333,p5,5.0,93.0,1.0,17037.0,16037.0,13590.0,2447.0,False,600.125,False,600.024
industrylite,layered_industrylite_seed1,1,0,off_off,0.4333,"(l2,l5,tr1)",0.8,"(l7,l13,tr3,k3)",0.8,p1,56.0,203.0,6.0,92299.0,92299.0,67515.0,24784.0,False,908.23,False,900.11
industrylite,layered_industrylite_seed1,1,0,hetero,0.4333,"(l2,l5,tr1)",0.8333,"(l4,l8,tr4,k2)",0.8333,p2,5.0,224.0,6.0,92299.0,92299.0,67436.0,24863.0,False,908.23,False,931.752
industrylite,layered_industrylite_seed1,1,0,conc,0.4333,"(l2,l5,tr1)",0.8333,"(l11,l5,tr2,k3)",0.8333,p1,91.0,215.0,6.0,92299.0,92299.0,83767.0,8532.0,False,908.23,False,908.931
industrylite,layered_industrylite_seed1,1,0,both,0.4333,"(l2,l5,tr1)",0.8333,"(l1,l7,tr2,k1)",0.8333,p4,105.0,222.0,6.0,92299.0,92299.0,86217.0,6082.0,False,908.23,False,900.766
industrylite,layered_industrylite_seed1,1,1000,off_off,0.6,"(l2,l8,tr3)",0.8,"(l3,l9,tr3,k3)",0.8,p1,84.0,190.0,13.0,101708.0,88708.0,66804.0,21904.0,False,901.006,False,900.035
industrylite,layered_industrylite_seed1,1,1000,hetero,0.6,"(l2,l8,tr3)",0.8333,"(l7,l18,tr3,k2)",0.8333,p2,13.0,213.0,13.0,101708.0,88708.0,66804.0,21904.0,False,901.006,False,900.176
industrylite,layered_industrylite_seed1,1,1000,conc,0.6,"(l2,l8,tr3)",0.8,"(l3,l9,tr3,k1)",0.8,p1,101.0,217.0,13.0,101708.0,88708.0,79083.0,9625.0,False,901.006,False,900.406
industrylite,layered_industrylite_seed1,1,1000,both,0.6,"(l2,l8,tr3)",0.8,"(l10,l7,tr3,k7)",0.8,p4,153.0,212.0,13.0,101708.0,88708.0,83343.0,5365.0,False,901.006,False,900.74
industrylite,layered_industrylite_seed2,2,0,off_off,0.8,"(l1,l12,tr4)",0.8,"(l5,l8,tr1,k1)",0.8,p2,17.0,165.0,3.0,43475.0,43475.0,36415.0,7060.0,False,900.897,False,900.406
industrylite,layered_industrylite_seed2,2,0,hetero,0.8,"(l1,l12,tr4)",0.8,"(l5,l8,tr1,k1)",0.8,p2,1.0,173.0,3.0,43475.0,43475.0,36415.0,7060.0,False,900.897,False,900.934
industrylite,layered_industrylite_seed2,2,0,conc,0.8,"(l1,l12,tr4)",0.8333,"(l7,l20,tr3,k1)",0.8333,p3,29.0,200.0,3.0,43475.0,43475.0,42321.0,1154.0,False,900.897,False,923.956
industrylite,layered_industrylite_seed2,2,0,both,0.8,"(l1,l12,tr4)",0.8333,"(l2,l13,tr1,k1)",0.8333,p10,27.0,204.0,3.0,43475.0,43475.0,42462.0,1013.0,False,900.897,False,915.376
industrylite,layered_industrylite_seed2,2,1000,off_off,0.6333,"(l4,l7,tr4)",0.8,"(l4,l7,tr4,k1)",0.8,p2,24.0,128.0,1.0,35095.0,34095.0,28541.0,5554.0,False,900.813,False,900.01
industrylite,layered_industrylite_seed2,2,1000,hetero,0.6333,"(l4,l7,tr4)",0.8333,"(l4,l7,tr4,k1)",0.8333,p2,1.0,135.0,1.0,35095.0,34095.0,28541.0,5554.0,False,900.813,False,900.029
industrylite,layered_industrylite_seed2,2,1000,conc,0.6333,"(l4,l7,tr4)",0.8333,"(l4,l7,tr4,k1)",0.8333,p2,14.0,183.0,1.0,35095.0,34095.0,33088.0,1007.0,False,900.813,False,900.092
industrylite,layered_industrylite_seed2,2,1000,both,0.6333,"(l4,l7,tr4)",0.8333,"(l4,l7,tr4,k2)",0.8333,p2,12.0,183.0,1.0,35095.0,34095.0,33182.0,913.0,False,900.813,False,900.261
industrylite,layered_industrylite_seed3,3,0,off_off,0.7667,"(l2,l9,tr4)",0.8333,"(l3,l12,tr4,k2)",0.8333,p10,76.0,188.0,3.0,66462.0,66462.0,48079.0,18383.0,False,900.97,False,900.022
industrylite,layered_industrylite_seed3,3,0,hetero,0.7667,"(l2,l9,tr4)",0.8333,"(l3,l12,tr4,k3)",0.8333,p10,15.0,213.0,3.0,66462.0,66462.0,48079.0,18383.0,False,900.97,False,900.068
industrylite,layered_industrylite_seed3,3,0,conc,0.7667,"(l2,l9,tr4)",0.8667,"(l3,l12,tr4,k3)",0.8667,p10,110.0,209.0,3.0,66462.0,66462.0,58210.0,8252.0,False,900.97,False,900.153
industrylite,layered_industrylite_seed3,3,0,both,0.7667,"(l2,l9,tr4)",0.8667,"(l2,l9,tr4,k1)",0.8667,p3,124.0,202.0,3.0,66462.0,66462.0,58474.0,7988.0,False,900.97,False,900.166
industrylite,layered_industrylite_seed3,3,1000,off_off,0.6333,"(l2,l10,tr3)",0.8667,"(l5,l11,tr4,k2)",0.8667,p7,102.0,198.0,12.0,98093.0,86093.0,61539.0,24554.0,False,900.869,False,900.03
industrylite,layered_industrylite_seed3,3,1000,hetero,0.6333,"(l2,l10,tr3)",0.9,"(l8,l7,tr4,k10)",0.9,p9,4.0,230.0,12.0,98093.0,86093.0,61539.0,24554.0,False,900.869,False,900.086
industrylite,layered_industrylite_seed3,3,1000,conc,0.6333,"(l2,l10,tr3)",0.8667,"(l8,l7,tr4,k1)",0.8667,p9,130.0,216.0,12.0,98093.0,86093.0,73614.0,12479.0,False,900.869,False,900.118
industrylite,layered_industrylite_seed3,3,1000,both,0.6333,"(l2,l10,tr3)",0.8,"(l2,l20,tr4,k1)",0.8,p10,174.0,207.0,12.0,98093.0,86093.0,79135.0,6958.0,False,900.869,False,900.248
industrylite,layered_industrylite_seed4,4,0,off_off,0.7667,"(l4,l9,tr4)",0.8333,"(l3,l12,tr1,k2)",0.8333,p4,21.0,170.0,0.0,37995.0,37995.0,29583.0,8412.0,False,900.481,False,900.024
industrylite,layered_industrylite_seed4,4,0,hetero,0.7667,"(l4,l9,tr4)",0.8333,"(l3,l12,tr1,k2)",0.8333,p4,1.0,177.0,0.0,37995.0,37995.0,29583.0,8412.0,False,900.481,False,900.026
industrylite,layered_industrylite_seed4,4,0,conc,0.7667,"(l4,l9,tr4)",0.8333,"(l4,l9,tr4,k4)",0.8333,p9,44.0,194.0,0.0,37995.0,37995.0,35037.0,2958.0,False,900.481,False,900.135
industrylite,layered_industrylite_seed4,4,0,both,0.7667,"(l4,l9,tr4)",0.8333,"(l4,l9,tr4,k1)",0.8333,p9,45.0,198.0,0.0,37995.0,37995.0,34835.0,3160.0,False,900.481,False,900.268
industrylite,layered_industrylite_seed4,4,1000,off_off,0.6333,"(l1,l9,tr3)",0.8,"(l1,l9,tr3,k3)",0.8,p5,42.0,176.0,1.0,45645.0,44645.0,36161.0,8484.0,False,900.434,False,900.015
industrylite,layered_industrylite_seed4,4,1000,hetero,0.6333,"(l1,l9,tr3)",0.8333,"(l12,l10,tr3,k4)",0.8333,p9,5.0,205.0,1.0,45645.0,44645.0,36161.0,8484.0,False,900.434,False,900.033
industrylite,layered_industrylite_seed4,4,1000,conc,0.6333,"(l1,l9,tr3)",0.8,"(l1,l9,tr3,k3)",0.8,p5,43.0,203.0,1.0,45645.0,44645.0,40710.0,3935.0,False,900.434,False,900.155
industrylite,layered_industrylite_seed4,4,1000,both,0.6333,"(l1,l9,tr3)",0.8,"(l1,l9,tr3,k1)",0.8,p5,53.0,208.0,1.0,45645.0,44645.0,42215.0,2430.0,False,900.434,False,900.291
industrylite,layered_industrylite_seed5,5,0,off_off,0.7333,"(l3,l20,tr3)",0.8,"(l3,l20,tr3,k1)",0.8,p10,25.0,147.0,0.0,35916.0,35916.0,26858.0,9058.0,False,900.67,False,900.015
industrylite,layered_industrylite_seed5,5,0,hetero,0.7333,"(l3,l20,tr3)",0.8333,"(l3,l20,tr3,k1)",0.8333,p10,3.0,154.0,0.0,35916.0,35916.0,26858.0,9058.0,False,900.67,False,900.026
industrylite,layered_industrylite_seed5,5,0,conc,0.7333,"(l3,l20,tr3)",0.7667,"(l3,l11,tr2,k1)",0.7667,p9,36.0,167.0,0.0,35916.0,35916.0,31192.0,4724.0,False,900.67,False,900.128
industrylite,layered_industrylite_seed5,5,0,both,0.7333,"(l3,l20,tr3)",0.7667,"(l3,l11,tr2,k8)",0.7667,p9,48.0,174.0,0.0,35916.0,35916.0,32799.0,3117.0,False,900.67,False,900.223
industrylite,layered_industrylite_seed5,5,1000,off_off,0.6,"(l4,l9,tr1)",0.7333,"(l2,l7,tr3,k2)",0.7333,p8,38.0,162.0,4.0,50010.0,46010.0,38883.0,7127.0,False,900.854,False,900.016
industrylite,layered_industrylite_seed5,5,1000,hetero,0.6,"(l4,l9,tr1)",0.7333,"(l2,l7,tr3,k3)",0.7333,p8,0.0,179.0,4.0,50010.0,46010.0,39105.0,6905.0,False,900.854,False,900.032
industrylite,layered_industrylite_seed5,5,1000,conc,0.6,"(l4,l9,tr1)",0.8,"(l1,l9,tr1,k1)",0.8,p8,34.0,202.0,4.0,50010.0,46010.0,44165.0,1845.0,False,900.854,False,900.153
industrylite,layered_industrylite_seed5,5,1000,both,0.6,"(l4,l9,tr1)",0.8,"(l4,l6,tr1,k1)",0.8,p6,32.0,199.0,4.0,50010.0,46010.0,45713.0,297.0,False,900.854,False,900.399
industry,industry_instances,0,0,off_off,0.0,"(harbor12,harbor6,tr13)",0.0,"(prodloc3,prodloc1,tr15,k12)",0.0,part4,128.0,600.0,279.0,151211810.0,151211810.0,36220239.0,114991571.0,False,2022.634,False,1805.49
industry,industry_instances,0,0,hetero,0.0,"(harbor12,harbor6,tr13)",0.0,"(prodloc41,prodloc33,tr15,k12)",0.0,part34,168.0,587.0,279.0,151211810.0,151211810.0,37068699.0,114143111.0,False,2022.634,False,1827.588
industry,industry_instances,0,0,conc,0.0,"(harbor12,harbor6,tr13)",0.0,"(prodloc3,prodloc1,tr15,k12)",0.0,part4,117.0,600.0,279.0,151211810.0,151211810.0,35587056.0,115624754.0,False,2022.634,False,1800.519
industry,industry_instances,0,0,both,0.0,"(harbor12,harbor6,tr13)",0.0,"(prodloc41,prodloc33,tr15,k12)",0.0,part34,168.0,587.0,279.0,151211810.0,151211810.0,37068699.0,114143111.0,False,2022.634,False,1802.375
