size_label,instance_name,seed,weight,s2_config,r_tr,worst_arc,r_1,worst_trip,k_1,kit_bottleneck_part,mono_count,concentrated_count,exposure_count,nominal_cost,s1_dispatch_cost,s2_dispatch_cost,cost_saving,s1_optimal,s1_time,s2_optimal,s2_time
medium,layered_medium_seed1,1,300,off_off,0.6667,"(l2,l7,tr2)",0.8333,"(l5,l8,tr2,k2)",0.8333,p2,6.0,41.0,0.0,17036.0,17036.0,13414.0,3622.0,False,120.069,False,120.265
medium,layered_medium_seed1,1,300,hetero,0.6667,"(l2,l7,tr2)",0.8333,"(l4,l7,tr2,k4)",0.8333,p1,3.0,38.0,0.0,17036.0,17036.0,13414.0,3622.0,False,120.069,False,120.081
medium,layered_medium_seed1,1,300,conc,0.6667,"(l2,l7,tr2)",0.8,"(l5,l8,tr2,k3)",0.8,p3,13.0,34.0,0.0,17036.0,17036.0,14190.0,2846.0,False,120.069,False,120.072
medium,layered_medium_seed1,1,300,both,0.6667,"(l2,l7,tr2)",0.8,"(l4,l7,tr2,k1)",0.8,p1,11.0,38.0,0.0,17036.0,17036.0,14190.0,2846.0,False,120.069,False,120.041
medium,layered_medium_seed1,1,500,off_off,0.6667,"(l2,l7,tr2)",0.8,"(l2,l3,tr2,k2)",0.8,p1,5.0,52.0,0.0,18210.0,18210.0,12198.0,6012.0,False,120.019,False,120.011
medium,layered_medium_seed1,1,500,hetero,0.6667,"(l2,l7,tr2)",0.8333,"(l2,l7,tr2,k5)",0.8333,p3,1.0,51.0,0.0,18210.0,18210.0,12198.0,6012.0,False,120.019,False,120.032
medium,layered_medium_seed1,1,500,conc,0.6667,"(l2,l7,tr2)",0.8,"(l1,l5,tr2,k4)",0.8,p2,14.0,50.0,0.0,18210.0,18210.0,13116.0,5094.0,False,120.019,False,120.019
medium,layered_medium_seed1,1,500,both,0.6667,"(l2,l7,tr2)",0.8,"(l1,l5,tr2,k5)",0.8,p3,14.0,49.0,0.0,18210.0,18210.0,13116.0,5094.0,False,120.019,False,120.009
medium,layered_medium_seed1,1,750,off_off,0.6667,"(l1,l5,tr2)",0.8,"(l5,l7,tr2,k3)",0.8,p3,8.0,49.0,0.0,16452.0,16452.0,12806.0,3646.0,False,120.036,False,120.014
medium,layered_medium_seed1,1,750,hetero,0.6667,"(l1,l5,tr2)",0.8333,"(l5,l8,tr2,k1)",0.8333,p3,3.0,48.0,0.0,16452.0,16452.0,12806.0,3646.0,False,120.036,False,141.103
medium,layered_medium_seed1,1,750,conc,0.6667,"(l1,l5,tr2)",0.8,"(l2,l3,tr2,k3)",0.8,p2,12.0,45.0,0.0,16452.0,16452.0,13278.0,3174.0,False,120.036,False,128.297
medium,layered_medium_seed1,1,750,both,0.6667,"(l1,l5,tr2)",0.8333,"(l2,l7,tr2,k4)",0.8333,p3,10.0,47.0,0.0,16452.0,16452.0,13406.0,3046.0,False,120.036,False,123.547
medium,layered_medium_seed1,1,1000,off_off,0.6667,"(l3,l8,tr1)",0.8333,"(l4,l7,tr2,k2)",0.8333,p1,10.0,49.0,0.0,18536.0,18536.0,16434.0,2102.0,False,120.474,False,120.066
medium,layered_medium_seed1,1,1000,hetero,0.6667,"(l3,l8,tr1)",0.8333,"(l2,l7,tr2,k3)",0.8333,p3,5.0,51.0,0.0,18536.0,18536.0,16434.0,2102.0,False,120.474,False,120.008
medium,layered_medium_seed1,1,1000,conc,0.6667,"(l3,l8,tr1)",0.8333,"(l2,l7,tr2,k4)",0.8333,p3,20.0,46.0,0.0,18536.0,18536.0,16866.0,1670.0,False,120.474,False,120.11
medium,layered_medium_seed1,1,1000,both,0.6667,"(l3,l8,tr1)",0.8333,"(l4,l7,tr2,k2)",0.8333,p1,19.0,46.0,0.0,18536.0,18536.0,16866.0,1670.0,False,120.474,False,120.02
medium,layered_medium_seed2,2,0,off_off,0.6333,"(l1,l7,tr1)",0.7667,"(l4,l8,tr2,k1)",0.7667,p2,12.0,38.0,1.0,8310.0,8310.0,7680.0,630.0,False,120.019,True,0.092
medium,layered_medium_seed2,2,0,hetero,0.6333,"(l1,l7,tr1)",0.7667,"(l4,l8,tr2,k1)",0.7667,p2,1.0,47.0,1.0,8310.0,8310.0,7680.0,630.0,False,120.019,True,0.08
medium,layered_medium_seed2,2,0,conc,0.6333,"(l1,l7,tr1)",0.7667,"(l4,l8,tr2,k1)",0.7667,p2,8.0,45.0,1.0,8310.0,8310.0,7995.0,315.0,False,120.019,False,120.008
medium,layered_medium_seed2,2,0,both,0.6333,"(l1,l7,tr1)",0.7667,"(l4,l8,tr2,k1)",0.7667,p2,5.0,45.0,1.0,8310.0,8310.0,7995.0,315.0,False,120.019,False,120.014
medium,layered_medium_seed2,2,300,off_off,0.6667,"(l1,l7,tr1)",0.7667,"(l1,l6,tr2,k5)",0.7667,p2,12.0,32.0,1.0,8670.0,8370.0,6735.0,1635.0,False,120.142,True,2.835
medium,layered_medium_seed2,2,300,hetero,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l5,tr2,k1)",0.7667,p2,1.0,41.0,1.0,8670.0,8370.0,6735.0,1635.0,False,120.142,True,12.241
medium,layered_medium_seed2,2,300,conc,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l5,tr2,k1)",0.7667,p2,9.0,32.0,1.0,8670.0,8370.0,6915.0,1455.0,False,120.142,False,120.011
medium,layered_medium_seed2,2,300,both,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l5,tr2,k1)",0.7667,p2,7.0,32.0,1.0,8670.0,8370.0,6915.0,1455.0,False,120.142,False,120.013
medium,layered_medium_seed2,2,500,off_off,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l7,tr2,k1)",0.7667,p3,2.0,35.0,0.0,8880.0,8880.0,7110.0,1770.0,False,120.02,False,120.017
medium,layered_medium_seed2,2,500,hetero,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l7,tr2,k1)",0.7667,p3,1.0,37.0,0.0,8880.0,8880.0,7155.0,1725.0,False,120.02,False,120.013
medium,layered_medium_seed2,2,500,conc,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l7,tr2,k1)",0.7667,p3,14.0,36.0,0.0,8880.0,8880.0,7710.0,1170.0,False,120.02,False,120.017
medium,layered_medium_seed2,2,500,both,0.6667,"(l1,l7,tr1)",0.7667,"(l2,l7,tr2,k1)",0.7667,p3,13.0,37.0,0.0,8880.0,8880.0,7710.0,1170.0,False,120.02,False,120.017
medium,layered_medium_seed2,2,750,off_off,0.6667,"(l1,l6,tr2)",0.7333,"(l1,l6,tr2,k1)",0.7333,p2,12.0,30.0,0.0,7380.0,7380.0,6825.0,555.0,False,120.028,True,1.169
medium,layered_medium_seed2,2,750,hetero,0.6667,"(l1,l6,tr2)",0.7667,"(l1,l7,tr2,k1)",0.7667,p3,0.0,34.0,0.0,7380.0,7380.0,6825.0,555.0,False,120.028,True,0.585
medium,layered_medium_seed2,2,750,conc,0.6667,"(l1,l6,tr2)",0.7667,"(l1,l7,tr2,k1)",0.7667,p3,3.0,35.0,0.0,7380.0,7380.0,6825.0,555.0,False,120.028,False,120.014
medium,layered_medium_seed2,2,750,both,0.6667,"(l1,l6,tr2)",0.7667,"(l1,l7,tr2,k1)",0.7667,p3,3.0,34.0,0.0,7380.0,7380.0,6825.0,555.0,False,120.028,False,120.007
medium,layered_medium_seed2,2,1000,off_off,0.6667,"(l1,l6,tr2)",0.7333,"(l1,l6,tr2,k5)",0.7333,p2,13.0,27.0,0.0,7815.0,7815.0,7425.0,390.0,False,120.028,True,0.175
medium,layered_medium_seed2,2,1000,hetero,0.6667,"(l1,l6,tr2)",0.8,"(l5,l8,tr2,k1)",0.8,p2,0.0,32.0,0.0,7815.0,7815.0,7425.0,390.0,False,120.028,True,0.086
medium,layered_medium_seed2,2,1000,conc,0.6667,"(l1,l6,tr2)",0.8,"(l5,l8,tr2,k1)",0.8,p2,7.0,32.0,0.0,7815.0,7815.0,7635.0,180.0,False,120.028,False,120.009
medium,layered_medium_seed2,2,1000,both,0.6667,"(l1,l6,tr2)",0.8,"(l5,l8,tr2,k1)",0.8,p2,5.0,32.0,0.0,7815.0,7815.0,7575.0,240.0,False,120.028,False,120.016
medium,layered_medium_seed3,3,0,off_off,0.3333,"(l2,l3,tr2)",0.8333,"(l3,l8,tr2,k2)",0.8333,p1,21.0,30.0,2.0,17493.0,17493.0,14179.0,3314.0,False,120.033,True,71.019
medium,layered_medium_seed3,3,0,hetero,0.3333,"(l2,l3,tr2)",0.8333,"(l1,l3,tr2,k3)",0.8333,p3,7.0,41.0,2.0,17493.0,17493.0,14179.0,3314.0,False,120.033,False,120.01
medium,layered_medium_seed3,3,0,conc,0.3333,"(l2,l3,tr2)",0.8333,"(l2,l3,tr2,k8)",0.8333,p2,14.0,35.0,2.0,17493.0,17493.0,15914.0,1579.0,False,120.033,False,120.008
medium,layered_medium_seed3,3,0,both,0.3333,"(l2,l3,tr2)",0.8333,"(l2,l3,tr2,k6)",0.8333,p2,14.0,36.0,2.0,17493.0,17493.0,16329.0,1164.0,False,120.033,False,120.013
medium,layered_medium_seed3,3,300,off_off,0.5667,"(l1,l4,tr2)",0.8333,"(l4,l6,tr2,k1)",0.8333,p3,26.0,35.0,7.0,20626.0,18526.0,15197.0,3329.0,False,120.038,False,120.009
medium,layered_medium_seed3,3,300,hetero,0.5667,"(l1,l4,tr2)",0.8333,"(l2,l4,tr2,k2)",0.8333,p2,1.0,38.0,7.0,20626.0,18526.0,15197.0,3329.0,False,120.038,False,120.01
medium,layered_medium_seed3,3,300,conc,0.5667,"(l1,l4,tr2)",0.8333,"(l4,l5,tr2,k2)",0.8333,p2,18.0,33.0,7.0,20626.0,18526.0,16436.0,2090.0,False,120.038,False,120.008
medium,layered_medium_seed3,3,300,both,0.5667,"(l1,l4,tr2)",0.8333,"(l4,l5,tr2,k3)",0.8333,p2,15.0,31.0,7.0,20626.0,18526.0,15846.0,2680.0,False,120.038,False,120.009
medium,layered_medium_seed3,3,500,off_off,0.4333,"(l1,l4,tr2)",0.8333,"(l4,l3,tr2,k8)",0.8333,p1,28.0,29.0,8.0,27452.0,23452.0,19473.0,3979.0,False,120.036,False,120.009
medium,layered_medium_seed3,3,500,hetero,0.4333,"(l1,l4,tr2)",0.8333,"(l1,l8,tr2,k2)",0.8333,p1,7.0,33.0,8.0,27452.0,23452.0,19473.0,3979.0,False,120.036,False,120.011
medium,layered_medium_seed3,3,500,conc,0.4333,"(l1,l4,tr2)",0.8333,"(l1,l4,tr2,k9)",0.8333,p1,18.0,34.0,8.0,27452.0,23452.0,22567.0,885.0,False,120.036,False,120.014
medium,layered_medium_seed3,3,500,both,0.4333,"(l1,l4,tr2)",0.8333,"(l2,l4,tr2,k2)",0.8333,p1,25.0,33.0,8.0,27452.0,23452.0,22390.0,1062.0,False,120.036,False,120.01
medium,layered_medium_seed3,3,750,off_off,0.4333,"(l3,l6,tr1)",0.8333,"(l2,l3,tr2,k8)",0.8333,p2,15.0,28.0,6.0,24487.0,19987.0,16678.0,3309.0,False,120.032,False,120.011
medium,layered_medium_seed3,3,750,hetero,0.4333,"(l3,l6,tr1)",0.8333,"(l3,l8,tr2,k3)",0.8333,p1,10.0,27.0,6.0,24487.0,19987.0,16678.0,3309.0,False,120.032,False,120.011
medium,layered_medium_seed3,3,750,conc,0.4333,"(l3,l6,tr1)",0.8333,"(l3,l6,tr2,k1)",0.8333,p1,21.0,32.0,6.0,24487.0,19987.0,18393.0,1594.0,False,120.032,False,120.012
medium,layered_medium_seed3,3,750,both,0.4333,"(l3,l6,tr1)",0.8333,"(l4,l3,tr2,k8)",0.8333,p3,19.0,34.0,6.0,24487.0,19987.0,18981.0,1006.0,False,120.032,False,120.011
medium,layered_medium_seed3,3,1000,off_off,0.5667,"(l3,l6,tr2)",0.8333,"(l2,l4,tr2,k1)",0.8333,p2,13.0,39.0,6.0,27330.0,21330.0,19560.0,1770.0,False,120.044,True,1.457
medium,layered_medium_seed3,3,1000,hetero,0.5667,"(l3,l6,tr2)",0.8333,"(l3,l6,tr2,k3)",0.8333,p3,7.0,41.0,6.0,27330.0,21330.0,19560.0,1770.0,False,120.044,False,120.011
medium,layered_medium_seed3,3,1000,conc,0.5667,"(l3,l6,tr2)",0.8333,"(l4,l3,tr2,k7)",0.8333,p1,16.0,43.0,6.0,27330.0,21330.0,20386.0,944.0,False,120.044,False,120.011
medium,layered_medium_seed3,3,1000,both,0.5667,"(l3,l6,tr2)",0.8333,"(l4,l6,tr2,k2)",0.8333,p1,11.0,42.0,6.0,27330.0,21330.0,20386.0,944.0,False,120.044,False,120.013
medium,layered_medium_seed4,4,0,off_off,0.4667,"(l1,l4,tr2)",0.6667,"(l1,l6,tr1,k3)",0.6667,p3,2.0,24.0,3.0,4322.0,4322.0,2877.0,1445.0,False,120.027,True,0.095
medium,layered_medium_seed4,4,0,hetero,0.4667,"(l1,l4,tr2)",0.6667,"(l1,l6,tr1,k1)",0.6667,p3,0.0,25.0,3.0,4322.0,4322.0,2877.0,1445.0,False,120.027,True,0.1
medium,layered_medium_seed4,4,0,conc,0.4667,"(l1,l4,tr2)",0.7667,"(l2,l5,tr2,k1)",0.7667,p1,0.0,29.0,3.0,4322.0,4322.0,4114.0,208.0,False,120.027,True,54.926
medium,layered_medium_seed4,4,0,both,0.4667,"(l1,l4,tr2)",0.7333,"(l5,l6,tr2,k1)",0.7333,p1,0.0,28.0,3.0,4322.0,4322.0,4114.0,208.0,False,120.027,True,41.494
medium,layered_medium_seed4,4,300,off_off,0.6333,"(l5,l3,tr1)",0.6667,"(l2,l5,tr2,k1)",0.6667,p1,5.0,36.0,1.0,4780.0,4480.0,4480.0,0.0,False,120.03,True,0.032
medium,layered_medium_seed4,4,300,hetero,0.6333,"(l5,l3,tr1)",0.7,"(l5,l3,tr1,k2)",0.7,p2,0.0,38.0,1.0,4780.0,4480.0,4480.0,0.0,False,120.03,True,0.035
medium,layered_medium_seed4,4,300,conc,0.6333,"(l5,l3,tr1)",0.7,"(l5,l3,tr1,k2)",0.7,p2,0.0,41.0,1.0,4780.0,4480.0,4480.0,0.0,False,120.03,True,0.019
medium,layered_medium_seed4,4,300,both,0.6333,"(l5,l3,tr1)",0.7667,"(l2,l4,tr2,k1)",0.7667,p1,0.0,43.0,1.0,4780.0,4480.0,4480.0,0.0,False,120.03,True,0.036
medium,layered_medium_seed4,4,500,off_off,0.6333,"(l1,l5,tr1)",0.6667,"(l1,l5,tr1,k3)",0.6667,p1,3.0,33.0,3.0,8001.0,6501.0,5211.0,1290.0,False,120.027,True,0.041
medium,layered_medium_seed4,4,500,hetero,0.6333,"(l1,l5,tr1)",0.6667,"(l4,l8,tr1,k2)",0.6667,p2,0.0,35.0,3.0,8001.0,6501.0,5211.0,1290.0,False,120.027,True,0.024
medium,layered_medium_seed4,4,500,conc,0.6333,"(l1,l5,tr1)",0.7333,"(l3,l4,tr1,k2)",0.7333,p2,2.0,42.0,3.0,8001.0,6501.0,5655.0,846.0,False,120.027,False,120.014
medium,layered_medium_seed4,4,500,both,0.6333,"(l1,l5,tr1)",0.7333,"(l3,l4,tr1,k2)",0.7333,p2,2.0,43.0,3.0,8001.0,6501.0,5655.0,846.0,False,120.027,False,120.011
medium,layered_medium_seed4,4,750,off_off,0.6333,"(l1,l3,tr2)",0.7,"(l3,l6,tr2,k2)",0.7,p1,3.0,36.0,2.0,8145.0,6645.0,5873.0,772.0,False,120.031,True,0.02
medium,layered_medium_seed4,4,750,hetero,0.6333,"(l1,l3,tr2)",0.7,"(l1,l3,tr2,k2)",0.7,p2,1.0,33.0,2.0,8145.0,6645.0,5873.0,772.0,False,120.031,True,0.019
medium,layered_medium_seed4,4,750,conc,0.6333,"(l1,l3,tr2)",0.7,"(l5,l3,tr1,k1)",0.7,p3,2.0,35.0,2.0,8145.0,6645.0,6437.0,208.0,False,120.031,True,20.307
medium,layered_medium_seed4,4,750,both,0.6333,"(l1,l3,tr2)",0.7667,"(l3,l4,tr1,k1)",0.7667,p2,2.0,39.0,2.0,8145.0,6645.0,6437.0,208.0,False,120.031,True,21.88
medium,layered_medium_seed4,4,1000,off_off,0.6667,"(l1,l4,tr2)",0.6667,"(l1,l7,tr2,k3)",0.6667,p3,5.0,24.0,0.0,4524.0,4524.0,4264.0,260.0,False,120.024,True,0.032
medium,layered_medium_seed4,4,1000,hetero,0.6667,"(l1,l4,tr2)",0.7,"(l4,l6,tr2,k1)",0.7,p2,0.0,25.0,0.0,4524.0,4524.0,4264.0,260.0,False,120.024,True,0.031
medium,layered_medium_seed4,4,1000,conc,0.6667,"(l1,l4,tr2)",0.6667,"(l2,l5,tr2,k2)",0.6667,p1,4.0,25.0,0.0,4524.0,4524.0,4264.0,260.0,False,120.024,True,1.841
medium,layered_medium_seed4,4,1000,both,0.6667,"(l1,l4,tr2)",0.7,"(l1,l7,tr2,k1)",0.7,p3,0.0,26.0,0.0,4524.0,4524.0,4264.0,260.0,False,120.024,True,1.42
medium,layered_medium_seed5,5,0,off_off,0.7,"(l1,l3,tr2)",0.7667,"(l5,l8,tr1,k1)",0.7667,p2,13.0,41.0,0.0,8756.0,8756.0,8440.0,316.0,False,120.021,True,0.069
medium,layered_medium_seed5,5,0,hetero,0.7,"(l1,l3,tr2)",0.8,"(l5,l8,tr1,k1)",0.8,p2,0.0,44.0,0.0,8756.0,8756.0,8440.0,316.0,False,120.021,True,0.033
medium,layered_medium_seed5,5,0,conc,0.7,"(l1,l3,tr2)",0.8333,"(l5,l8,tr1,k2)",0.8333,p2,1.0,42.0,0.0,8756.0,8756.0,8680.0,76.0,False,120.021,False,120.011
medium,layered_medium_seed5,5,0,both,0.7,"(l1,l3,tr2)",0.8667,"(l1,l3,tr2,k6)",0.8667,p2,1.0,44.0,0.0,8756.0,8756.0,8680.0,76.0,False,120.021,False,120.009
medium,layered_medium_seed5,5,300,off_off,0.4333,"(l1,l3,tr1)",0.7,"(l1,l5,tr1,k2)",0.7,p2,7.0,41.0,3.0,10952.0,10052.0,7316.0,2736.0,False,120.017,False,120.022
medium,layered_medium_seed5,5,300,hetero,0.4333,"(l1,l3,tr1)",0.7333,"(l1,l5,tr1,k2)",0.7333,p2,5.0,40.0,3.0,10952.0,10052.0,7316.0,2736.0,False,120.017,False,120.015
medium,layered_medium_seed5,5,300,conc,0.4333,"(l1,l3,tr1)",0.7667,"(l1,l7,tr1,k1)",0.7667,p2,12.0,37.0,3.0,10952.0,10052.0,7624.0,2428.0,False,120.017,False,120.012
medium,layered_medium_seed5,5,300,both,0.4333,"(l1,l3,tr1)",0.7667,"(l1,l7,tr1,k1)",0.7667,p2,15.0,37.0,3.0,10952.0,10052.0,7976.0,2076.0,False,120.017,False,120.008
medium,layered_medium_seed5,5,500,off_off,0.6333,"(l1,l3,tr1)",0.6667,"(l5,l8,tr1,k1)",0.6667,p2,16.0,36.0,1.0,8908.0,8408.0,8092.0,316.0,False,120.028,True,0.045
medium,layered_medium_seed5,5,500,hetero,0.6333,"(l1,l3,tr1)",0.8333,"(l5,l8,tr1,k2)",0.8333,p2,2.0,43.0,1.0,8908.0,8408.0,8092.0,316.0,False,120.028,True,0.038
medium,layered_medium_seed5,5,500,conc,0.6333,"(l1,l3,tr1)",0.7333,"(l5,l8,tr1,k1)",0.7333,p2,9.0,39.0,1.0,8908.0,8408.0,8244.0,164.0,False,120.028,False,120.007
medium,layered_medium_seed5,5,500,both,0.6333,"(l1,l3,tr1)",0.7667,"(l5,l8,tr1,k2)",0.7667,p2,5.0,42.0,1.0,8908.0,8408.0,8168.0,240.0,False,120.028,False,120.012
medium,layered_medium_seed5,5,750,off_off,0.6333,"(l3,l5,tr1)",0.8,"(l2,l3,tr1,k1)",0.8,p1,24.0,38.0,1.0,9046.0,8296.0,7208.0,1088.0,False,120.03,True,39.486
medium,layered_medium_seed5,5,750,hetero,0.6333,"(l3,l5,tr1)",0.8,"(l5,l8,tr1,k3)",0.8,p3,2.0,45.0,1.0,9046.0,8296.0,7208.0,1088.0,False,120.03,False,120.007
medium,layered_medium_seed5,5,750,conc,0.6333,"(l3,l5,tr1)",0.8,"(l5,l8,tr1,k1)",0.8,p3,21.0,45.0,1.0,9046.0,8296.0,7512.0,784.0,False,120.03,False,120.01
medium,layered_medium_seed5,5,750,both,0.6333,"(l3,l5,tr1)",0.8,"(l5,l8,tr1,k2)",0.8,p3,19.0,46.0,1.0,9046.0,8296.0,7512.0,784.0,False,120.03,False,120.009
medium,layered_medium_seed5,5,1000,off_off,0.6333,"(l1,l5,tr2)",0.6667,"(l5,l7,tr1,k3)",0.6667,p2,18.0,33.0,2.0,11164.0,9164.0,8608.0,556.0,False,120.031,False,120.012
medium,layered_medium_seed5,5,1000,hetero,0.6333,"(l1,l5,tr2)",0.7333,"(l5,l7,tr1,k2)",0.7333,p2,0.0,33.0,2.0,11164.0,9164.0,8608.0,556.0,False,120.031,False,120.58
medium,layered_medium_seed5,5,1000,conc,0.6333,"(l1,l5,tr2)",0.7667,"(l1,l5,tr1,k1)",0.7667,p2,5.0,39.0,2.0,11164.0,9164.0,9000.0,164.0,False,120.031,False,120.036
medium,layered_medium_seed5,5,1000,both,0.6333,"(l1,l5,tr2)",0.7667,"(l1,l5,tr1,k1)",0.7667,p2,5.0,41.0,2.0,11164.0,9164.0,8912.0,252.0,False,120.031,False,120.029
large,layered_large_seed1,1,0,off_off,0.5667,"(l1,l8,tr2)",0.8333,"(l2,l4,tr2,k2)",0.8333,p3,14.0,47.0,2.0,16264.0,16264.0,12919.0,3345.0,False,300.122,False,300.34
large,layered_large_seed1,1,0,hetero,0.5667,"(l1,l8,tr2)",0.8667,"(l2,l5,tr2,k1)",0.8667,p3,2.0,49.0,2.0,16264.0,16264.0,13093.0,3171.0,False,300.122,False,300.134
large,layered_large_seed1,1,0,conc,0.5667,"(l1,l8,tr2)",0.8667,"(l2,l3,tr2,k1)",0.8667,p4,15.0,46.0,2.0,16264.0,16264.0,14329.0,1935.0,False,300.122,False,300.056
large,layered_large_seed1,1,0,both,0.5667,"(l1,l8,tr2)",0.8667,"(l2,l5,tr2,k1)",0.8667,p3,17.0,49.0,2.0,16264.0,16264.0,14445.0,1819.0,False,300.122,False,300.067
large,layered_large_seed1,1,300,off_off,0.5667,"(l1,l8,tr2)",0.8,"(l1,l6,tr2,k3)",0.8,p3,21.0,45.0,2.0,18864.0,18264.0,16468.0,1796.0,False,300.166,False,350.784
large,layered_large_seed1,1,300,hetero,0.5667,"(l1,l8,tr2)",0.8333,"(l6,l7,tr2,k3)",0.8333,p3,12.0,51.0,2.0,18864.0,18264.0,16468.0,1796.0,False,300.166,False,305.418
large,layered_large_seed1,1,300,conc,0.5667,"(l1,l8,tr2)",0.8,"(l6,l7,tr2,k4)",0.8,p3,23.0,50.0,2.0,18864.0,18264.0,17134.0,1130.0,False,300.166,False,300.611
large,layered_large_seed1,1,300,both,0.5667,"(l1,l8,tr2)",0.8,"(l6,l7,tr2,k2)",0.8,p3,25.0,50.0,2.0,18864.0,18264.0,17134.0,1130.0,False,300.166,False,305.273
large,layered_large_seed2,2,0,off_off,0.5667,"(l2,l6,tr1)",0.8,"(l2,l6,tr1,k3)",0.8,p4,11.0,52.0,3.0,21588.0,21588.0,15984.0,5604.0,False,300.69,False,300.041
large,layered_large_seed2,2,0,hetero,0.5667,"(l2,l6,tr1)",0.8333,"(l1,l7,tr1,k1)",0.8333,p1,2.0,46.0,3.0,21588.0,21588.0,16320.0,5268.0,False,300.69,False,300.01
large,layered_large_seed2,2,0,conc,0.5667,"(l2,l6,tr1)",0.8333,"(l2,l6,tr1,k2)",0.8333,p4,17.0,56.0,3.0,21588.0,21588.0,18016.0,3572.0,False,300.69,False,300.045
large,layered_large_seed2,2,0,both,0.5667,"(l2,l6,tr1)",0.8,"(l2,l6,tr1,k2)",0.8,p4,15.0,60.0,3.0,21588.0,21588.0,18016.0,3572.0,False,300.69,False,300.278
large,layered_large_seed2,2,300,off_off,0.3667,"(l1,l3,tr2)",0.7667,"(l3,l9,tr1,k2)",0.7667,p1,31.0,29.0,5.0,25388.0,23888.0,19020.0,4868.0,False,300.052,False,300.029
large,layered_large_seed2,2,300,hetero,0.3667,"(l1,l3,tr2)",0.7333,"(l3,l9,tr1,k2)",0.7333,p1,3.0,35.0,5.0,25388.0,23888.0,18740.0,5148.0,False,300.052,False,300.022
large,layered_large_seed2,2,300,conc,0.3667,"(l1,l3,tr2)",0.7333,"(l3,l9,tr1,k1)",0.7333,p1,26.0,29.0,5.0,25388.0,23888.0,21420.0,2468.0,False,300.052,False,300.012
large,layered_large_seed2,2,300,both,0.3667,"(l1,l3,tr2)",0.7667,"(l1,l7,tr1,k1)",0.7667,p1,26.0,31.0,5.0,25388.0,23888.0,19692.0,4196.0,False,300.052,False,300.014
large,layered_large_seed3,3,0,off_off,0.5333,"(l1,l6,tr1)",0.8333,"(l6,l8,tr2,k1)",0.8333,p4,11.0,59.0,2.0,18472.0,18472.0,15321.0,3151.0,False,300.119,False,300.018
large,layered_large_seed3,3,0,hetero,0.5333,"(l1,l6,tr1)",0.8333,"(l2,l3,tr2,k1)",0.8333,p4,1.0,61.0,2.0,18472.0,18472.0,15321.0,3151.0,False,300.119,False,300.01
large,layered_large_seed3,3,0,conc,0.5333,"(l1,l6,tr1)",0.8333,"(l2,l3,tr2,k2)",0.8333,p4,27.0,58.0,2.0,18472.0,18472.0,18076.0,396.0,False,300.119,False,300.035
large,layered_large_seed3,3,0,both,0.5333,"(l1,l6,tr1)",0.8667,"(l1,l6,tr1,k5)",0.8667,p4,26.0,59.0,2.0,18472.0,18472.0,18010.0,462.0,False,300.119,False,300.072
large,layered_large_seed3,3,300,off_off,0.6333,"(l4,l5,tr2)",0.8,"(l2,l4,tr2,k4)",0.8,p3,20.0,52.0,2.0,20861.0,20261.0,16162.0,4099.0,False,300.089,False,300.01
large,layered_large_seed3,3,300,hetero,0.6333,"(l4,l5,tr2)",0.8667,"(l2,l5,tr2,k2)",0.8667,p3,6.0,47.0,2.0,20861.0,20261.0,16162.0,4099.0,False,300.089,False,300.016
large,layered_large_seed3,3,300,conc,0.6333,"(l4,l5,tr2)",0.8333,"(l6,l9,tr2,k4)",0.8333,p3,36.0,56.0,2.0,20861.0,20261.0,17915.0,2346.0,False,300.089,False,300.021
large,layered_large_seed3,3,300,both,0.6333,"(l4,l5,tr2)",0.8333,"(l6,l9,tr2,k3)",0.8333,p3,36.0,54.0,2.0,20861.0,20261.0,18574.0,1687.0,False,300.089,False,300.099
large,layered_large_seed4,4,0,off_off,0.5333,"(l1,l6,tr2)",0.8,"(l1,l6,tr2,k10)",0.8,p4,38.0,54.0,1.0,10441.0,10441.0,9163.0,1278.0,False,300.052,False,300.01
large,layered_large_seed4,4,0,hetero,0.5333,"(l1,l6,tr2)",0.8333,"(l6,l8,tr2,k6)",0.8333,p4,0.0,54.0,1.0,10441.0,10441.0,9163.0,1278.0,False,300.052,False,300.017
large,layered_large_seed4,4,0,conc,0.5333,"(l1,l6,tr2)",0.8,"(l6,l8,tr2,k2)",0.8,p4,19.0,61.0,1.0,10441.0,10441.0,9394.0,1047.0,False,300.052,False,300.01
large,layered_large_seed4,4,0,both,0.5333,"(l1,l6,tr2)",0.8,"(l6,l8,tr2,k5)",0.8,p4,34.0,56.0,1.0,10441.0,10441.0,9163.0,1278.0,False,300.052,False,300.013
large,layered_large_seed4,4,300,off_off,0.6333,"(l1,l4,tr1)",0.7667,"(l1,l4,tr1,k2)",0.7667,p4,15.0,48.0,3.0,11259.0,10359.0,8878.0,1481.0,False,300.038,False,300.775
large,layered_large_seed4,4,300,hetero,0.6333,"(l1,l4,tr1)",0.8,"(l1,l4,tr1,k2)",0.8,p4,2.0,53.0,3.0,11259.0,10359.0,8845.0,1514.0,False,300.038,False,300.271
